0	795.3	317.9	863	831.2	241.8	728.1	693.1	180.8	512.6	572.7	243.6	176.5	355.6	414.1	746.2	234.9	404.7	249.2	437.3	243.5	287.4	602.9	283	186	672.2	728.3	280	826.3	466.2	428.6	649.6	326.1	195.2	264.6	483.1	414.2	215.1	509.6	195.7	462.8	523.3	763.9	363.6	257.1	294.2	226.3	375.6	321.5	728.7	269.1	424.9	390.7	279.4	297.9	517.5	60.5	757.2	414.4	564.2	320.9	326.4	506.6	237.9	124.3	269.4	227.8	325	404.5	562.8	293.6	720.1	330.2	373.5	479.5	424.4	533.5	626.8	521.8	471.1	518.1	517.9	410.7	408.9	414.5	282.8	675.8	706.3	956	1125.2	626.7	709.9	652.7	1018.2	503.1	511.8	577.5	697.1
827.4	0	947.9	269.7	318.3	689.1	277.5	580	742.1	363.9	469.8	695.8	707.5	611.2	437.8	134.5	657.1	856.9	924.5	506.4	638.7	555	982.3	735.2	730.6	870.8	637.5	981.1	562.6	734.3	895.9	755.6	899.6	928.7	782.2	872.9	941.9	762.1	1033.8	930.8	670.7	698	619.2	478.8	585.3	746.4	830.7	981.2	507.3	637	661.8	872.1	467.6	980.5	554.8	345.8	820.1	145.5	941.7	298.8	507.9	927.4	826.9	978.2	836.4	662.1	832.2	913.8	1045.6	362.9	745.8	633.4	572	982.8	818.8	872.6	732.1	994.1	787.6	958.3	792.2	792	1068.5	1064.4	941.6	981.4	919.9	696.1	774.5	591.8	870.8	1080.2	915.4	693.7	801.4	1162	821.6	1106.1
229.3	868.2	0	928.9	897.1	250	813.1	759	189	619	679.1	251.8	282.1	421.5	487	812.1	397.3	412.9	48.6	503.2	349.1	393.8	650.5	291.2	194.2	680.4	794.2	445.5	892.2	474.4	451.9	657.8	373.7	236.4	193.2	530.7	461.8	380.6	557.2	294.9	471	542.6	772.1	470	363.5	302.4	139.7	423.2	394.4	794.6	352.5	433.1	456.6	444.9	404.3	583.4	215.9	823.1	462	630.1	393.8	374	514.8	285.5	144.1	352.8	138.2	372.6	387.1	645.7	301.8	786	436.6	421.1	487.7	432.6	541.7	674.4	530	518.7	526.3	526.1	458.3	456.5	462.1	289.1	684	714.5	964.2	1225.2	634.9	757.5	660.9	1084.1	668.6	559.4	585.7	744.7
865.2	291.9	985.7	0	68.6	726.9	314.4	595.9	779.9	401.7	526.6	733.6	745.3	627.1	475.6	135.8	713.9	894.7	962.3	522.3	676.5	592.8	991.3	773	768.4	886.7	653.4	1037.9	578.5	750.2	933.7	723.9	937.4	966.5	820	888.8	957.8	818.9	1012.9	987.6	686.6	713.9	635.1	516.6	623.1	784.2	868.5	1019	545.1	652.9	699.6	888	496.5	1037.3	592.6	361.7	857.9	142.2	957.6	314.7	545.7	965.2	842.8	1016	874.2	699.9	870	951.6	1083.4	400.7	783.6	649.3	609.8	1020.6	834.7	888.5	748	981	803.5	974.2	808.1	807.9	1084.4	1082.2	957.5	1019.2	907.8	664.4	708.3	435.9	886.7	1000.4	931.3	502.7	858.2	1054.4	837.5	987.6
867.4	323.7	982.7	58.4	0	723.9	346.2	581.2	776.9	433.5	558.4	730.6	775.9	612.4	506.2	167.6	745.7	891.7	959.3	507.6	708.3	624.6	960	770	765.4	872	638.7	1069.7	563.8	735.5	930.7	692.6	934.4	963.5	817	874.1	943.1	850.7	981.6	1019.4	671.9	699.2	620.4	548.4	654.9	771.2	865.5	1016	575.7	638.2	721	873.3	481.8	1069.1	623.2	347	860.1	174	942.9	300	576.3	962.2	828.1	1013	871.2	721.3	867	948.6	1080.4	432.5	770.6	634.6	641.6	1017.6	820	873.8	733.3	949.7	788.8	959.5	793.4	793.2	1069.7	1067.5	942.8	1016.2	876.5	633.1	677	415.5	872	969.1	916.6	471.4	890	1023.1	822.8	956.3
199.7	640.1	315	700.8	669	0	585	530.9	109.2	410.2	580.7	62.9	252.5	193.4	258.9	584	434.6	185.6	291.6	275.1	304.7	309.3	482.6	63.9	97.7	437.8	566.1	479.7	664.1	247.1	224.6	415.2	228.3	295.8	149.3	373.2	425.8	414.8	534.1	354.3	228.4	300	529.5	365.8	319.3	75.1	197.8	309.9	166.3	566.5	158.1	205.8	228.5	479.1	302	355.3	192.4	595	426	402	165.7	256.1	287.5	345.3	203.5	158.4	199.3	242.5	374.3	417.6	74.5	557.9	353.4	311.5	260.4	205.3	299.1	494.4	302.7	409.1	299	298.8	518.1	393.1	426.1	348.5	456.7	471.9	721.6	997.1	407.6	587	433.6	856	702.8	619.2	358.4	623.8
737.7	260.7	863	351.1	399.7	604.2	0	569.4	657.2	268	348.1	610.9	622.6	538	352.9	215.9	605.5	772	839.6	422.3	542.8	459.1	909.1	650.3	645.7	806.9	626.9	929.5	552	661.1	811	745	814.7	842.5	697.3	799.7	868.7	710.5	960.6	869.2	597.5	624.8	608.6	382.9	489.4	661.5	745.8	896.3	422.4	626.4	576.9	792.2	382.7	928.9	463.9	305.1	735.2	226.9	868.5	296.8	423	842.5	753.7	884.3	751.5	577.2	747.3	828.9	960.7	278	660.9	622.8	476.1	897.9	745.6	791.7	668.2	920.9	714.4	885.1	719	718.8	995.3	979.5	868.4	896.5	862.1	685.5	763.9	673.2	813	1007	853.6	683.1	749.8	1088.8	763.8	1050.3
743.8	569.4	859.1	583.9	552.1	567.9	523.7	0	653.3	591.7	689.4	607	738.8	483.2	571.4	467.1	876.7	689.1	835.7	480.6	695.3	699.9	663	544.2	641.8	441.6	106.3	1023.8	176.5	415	728.1	243.8	705.1	839.9	693.4	553.6	622.6	920.9	714.5	898.4	351.4	343.6	257.7	690.8	709.9	544.1	741.9	758.7	556.9	106.7	640.7	552.8	529.7	1023.2	692.6	456.8	736.5	478.1	622.4	409.8	556.3	742.6	507.6	828	747.6	641	743.4	688	853.6	560.2	543.5	98.1	712.4	748.3	499.5	553.3	353.9	654.5	462.5	639	472.9	472.7	749.2	747	622.3	892.6	443.5	200.1	449.8	677.3	442.2	651.6	486.8	536.2	1021	798.2	445.8	738.6
124.2	716.4	237.6	777.1	745.3	98.2	661.3	607.2	0	486.5	574	100	177	269.7	335.2	660.3	359.1	261.1	216.1	351.4	244	288.7	558.1	139.4	42.4	528.6	642.4	404.2	740.4	322.6	300.1	506	303.8	220.3	121	448.7	446.1	339.3	541.5	278.8	319.2	390.8	620.3	364.9	258.4	150.6	122.3	385.4	242.6	642.8	200.7	281.3	304.8	403.6	299.2	431.6	116.9	671.3	446.3	478.3	242	331.6	363	269.8	128	201	123.8	318	371.4	493.9	150	634.2	331.5	387	335.9	280.8	389.9	569.9	378.2	484.6	374.5	374.3	442.6	440.8	446.4	273	532.2	562.7	812.4	1073.4	483.1	662.5	509.1	932.3	627.3	543.7	433.9	699.3
509.6	330.3	682.2	420.7	468.2	433.2	256.6	622.9	486.2	0	300.3	439.9	397.6	365.6	156.4	285.5	445.7	601	658.8	247.3	314.7	231	736.7	479.3	474.7	634.5	658.1	725.4	606.4	488.7	640	611.9	643.7	614.4	526.3	627.3	696.3	515.4	788.2	641.1	425.1	452.4	663	154.8	261.3	490.5	565	725.3	251.4	658.5	405.9	621.2	207.7	724.8	235.8	175.5	510.2	296.5	696.1	222.2	252	671.5	581.3	656.2	564.9	406.2	566.5	657.9	789.7	134.3	489.9	649.9	248	726.9	573.2	620.7	495.8	748.5	542	712.7	546.6	546.4	822.9	808.5	696	701.1	689.7	668.6	818.3	742.8	640.6	834.6	681.2	737.5	792.3	916.4	591.4	877.9
